"일련번호","지역구","제목","내용","대상","종목","일시","장소","참가규모(명)","수혜기관명","주소","전화번호","기관 홈페이지"
"4776","동대문","일반체육활동사업","일반","유아","유아체육","목 13:20~14:20","답십리초등병설유치원","20명","답십리초등병설유치원","서울특별시 동대문구 전농로3길 23","",""
"4775","동대문","일반체육활동사업","일반","유아","유아체육","수 13:20~14:20","군자초등병설유치원","20명","군자초등병설유치원","서울특별시 동대문구 한천로6길 21","",""
"4774","동대문","일반체육활동사업","일반","유아","유아체육","수 10:30~11:30","늘푸른어린이집","20명","늘푸른어린이집","서울특별시 동대문구 서울시립대로 14","",""
"4773","동대문","일반체육활동사업","일반","일반","학교체육","금 14:00~16:00","신답초등학교","20명","신답초등학교","서울특별시 동대문구 천호대로177","",""
"4772","동대문","일반체육활동사업","일반","일반","학교체육","수 14:30~16:30","군자초등학교","20명","군자초등학교","서울특별시 동대문구 한천로6길 21","",""
"4771","동대문","일반체육활동사업","일반","일반","학교체육","화 14:00~16:00","전농초등학교","30명","전농초등학교","서울특별시 동대문구 사가정로 66","02-2247-0291",""
"4769","동대문","어르신체육활동사업","일반","어르신","체조","월 14:00~15:00","명성경로당","20명","명성경로당","서울특별시 동대문구 무학로 28길 22-2","",""
"4768","동대문","일반체육활동사업","어르신","유아","유아체육","화 14:00~15:00","신답초등학교","20명","신답초등학교","서울특별시 동대문구 천호대로177","02-2212-7485",""
"4767","동대문","일반체육활동사업","일반","유아","유아체육","목 13:30~14:30","전동초등학교","20명","전동초등학교","서울특별시 동대문구 전농로16길 61","02-2214-6574",""
"4766","동대문","일반체육활동사업","유소년","유아","유아체육","목 10:30~11:30","홍릉초등학교","20명","홍릉초등학교","서울특별시 동대문구 회기로 90","02-968-4701",""
"4765","동대문","일반체육활동사업","유소년","유아","유아체육","수 13:30~16:30","전동초등병설유치원","35명","전동초등병설유치원","서울특별시 동대문구 전농로16길 61","02-2214-1528",""
"4764","동대문","일반체육활동사업","유소년","유아","유아체육","수 10:00~13:00","꿈마루어린이집","40명","꿈마루어린이집","서울특별시 동대문구 전농로36길 29-3","02-2213-7974",""
"4763","동대문","일반체육활동사업","유소년","유소년","유아체육","화 16:00~17:30","우리동네키움센터3호","15명","우리동네키움센터3호","서울특별시 동대문구 전농로16길 51 래미안아파트 내","02-2216-7731",""
"4762","동대문","일반체육활동사업","유소년","유소년","유아체육","화 13:30~16:00","종암초등학교","40명","종암초등학교","서울특별시 동대문구 무학로44길 25","02-924-4125",""
"4761","동대문","일반체육활동사업","유소년","유소년","유아체육","월 13:30~16:30","용두초등학교","40명","용두초등학교","서울특별시 동대문구 천호대로13길 43","02-927-4892",""
"4760","동대문","일반체육활동사업","유소년","유아","유아체육","월,화 10:30~12:30","휘봉초등학교병설유치원","60명","휘봉초등학교병설유치원","서울특별시 동대문구 장안벚꽃로 309","02-2248-4653",""
"4759","동대문","일반체육활동사업","유소년","유아","유아체육","금 13:40~16:40","휘경유치원(강당)","40명","휘경유치원","서울특별시 동대문구 망우로 6길 48","02-2242-0354",""
"4758","동대문","일반체육활동사업","유소년","유아","유아체육","금 11:00~12:00","구청직장어린이집(교실)","12명","구청직장어린이집","서울특별시 동대문구 고산자로 28길 13","02-6929-2601",""
"4757","동대문","일반체육활동사업","유소년","유아","유아체육","금 09:30~10:30","장평초등학교(체육관)","20명","장평유치원","서울특별시 동대문구 답십리로69길 27","02-2213-3086",""
"4756","동대문","일반체육활동사업","유소년","유소년","유아체육","목 16:00~17:00","배봉초등학교(체육관)","12명","배봉초등학교","서울특별시 동대문구 사가정로 193","",""
"4755","동대문","일반체육활동사업","유소년","유소년","유아체육","목 15:00~16:00","우리동네키움센터2호","10명","우리동네키움센터2호","서울특별시 동대문구 답십리로63길 73","02-6368-5503",""
"4754","동대문","일반체육활동사업","유소년","유아","유아체육","목 10:30~11:30","솔솔어린이집(유희실)","12명","솔솔어린이집","서울특별시 동대문구 장안벚꽃로 5길 19","02-2249-4924",""
"4753","동대문","일반체육활동사업","유소년","유소년","유아체육","수 14:00~15:00","나누리지역아동센터(유희실)","15명","나누리지역아동센터","서울특별시 동대문구 전농로 17길 7","",""
"4752","동대문","일반체육활동사업","유소년","유아","유아체육","수 10:30~11:30","동화어린이집(강당)","23명","동화어린이집","서울특별시 동대문구 망우로 12가길","02-2244-9118",""
"4751","동대문","일반체육활동사업","유소년","유소년","유아체육","화 15:10~16:10","군자초등학교(체육관)","12명","군자초등학교","서울특별시 동대문구 한천로6길 21","",""
"4750","동대문","일반체육활동사업","유소년","유소년","유아체육","화 14:00~15:00","배봉초등학교(체육관)","12명","배봉초등학교","서울특별시 동대문구 사가정로 193","",""
"4749","동대문","일반체육활동사업","유소년","유아","유아체육","화 10:30~11:30","애일선교어린이집(체육관)","15명","애일선교어린이집","서울특별시 동대문구 무학로 138-1","02-921-3825",""
"4748","동대문","일반체육활동사업","유소년","유소년","유아체육","월 14:00~16:00","휘경초등학교(체육관)","40명","휘경초등학교","서울특별시 동대문구 망우로 6길 48","",""
"4747","동대문","일반체육활동사업","유소년","유아","유아체육","월 11:00~12:00","한일어린이집(체육관)","20명","한일어린이집","서울특별시 동대문구 외대역동로 118","02-969-2559",""
"4746","동대문","일반체육활동사업","유소년","일반","배드민턴","화,목 10:00~11:30","용두문화복지센터 (체육관)","15명","용두문화복지센터","서울특별시 동대문구 고산자로28길 13","02-6929-2647",""
"4745","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","금 15:40~16:20","동의초등학교 돌봄교실","30명","동의초등학교 돌봄교실","서울특별시 광진구 영화사로 111","02-447-2708","http://dongeui.sen.es.kr/index.do"
"4744","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","금 15:00~15:40","동의초등학교 돌봄교실","30명","동의초등학교 돌봄교실","서울특별시 광진구 영화사로 111","02-447-2708","http://dongeui.sen.es.kr/index.do"
"4743","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","목 15:40~16:20","양남초등학교 돌봄교실","30명","양남초등학교 돌봄교실","서울특별시 광진구 뚝섬로64길71","02-452-8110","http://s-yangnam.es.kr/index.do"
"4742","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","목 15:00~15:40","양남초등학교 돌봄교실","30명","양남초등학교 돌봄교실","서울특별시 광진구 뚝섬로64길71","02-452-8110","http://s-yangnam.es.kr/index.do"
"4741","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","화 16:00~16:40","새빛지역아동센터","30명","새빛지역아동센터","서울특별시 광진구 아차산로 330","02-3436-6852","http://www.saebitedu.kr/"
"4740","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","화 15:40~16:00","새빛지역아동센터","30명","새빛지역아동센터","서울특별시 광진구 아차산로 330","02-3436-6852","http://www.saebitedu.kr/"
"4739","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","화 14:10~14:50","성자초등학교돌봄교실","30명","성자초등학교돌봄교실","서울특별시 광진구 뚝섬로 56길 7","02-2161-6500","http://seongja.sen.es.kr/index.do"
"4738","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","화 13:30~14:10","성자초등학교돌봄교실","30명","성자초등학교돌봄교실","서울특별시 광진구 뚝섬로 56길 7","02-2161-6500","http://seongja.sen.es.kr/index.do"
"4737","광진","일반체육활동사업","유소년체육활동사업","유소년","뉴스포츠","월 16:00~17:00","구남초등학교 돌봄교실","30명","구남초등학교 돌봄교실","서울특별시 광진구 구의강변로 69","02-453-8921","http://gunam.sen.es.kr/index.do"
"4736","광진","어르신체육활동사업","어르신체육활동사업","어르신","줌바골드","금 11:10~12:00","구의1동주민센터","30명","구의1동주민센터","서울특별시 광진구 광나루로36길56","02-450-5139",""
"4735","광진","어르신체육활동사업","어르신체육활동사업","어르신","게이트볼","목 14:30~16:00","뚝섬 게이트볼장","20명","뚝섬 게이트볼장","한강 뚝섬 게이트볼구장","02-450-7587",""
"4734","광진","어르신체육활동사업","어르신체육활동사업","어르신","건강체조","목 13:30~14:10","동부실버케어요양원","10명","동부실버케어요양원","서울특별시 광진구 자양 번영로 34","02-444-6188",""
"4733","광진","어르신체육활동사업","어르신체육활동사업","어르신","건강체조","수 14:30~15:10","광진치매지원센터","20명","광진치매지원센터","서울특별시 광진구 긴고랑로 110","02-450-1387",""
"4732","광진","어르신체육활동사업","어르신체육활동사업","어르신","건강체조","수 13:20~14:00","광진치매지원센터","20명","광진치매지원센터","서울특별시 광진구 긴고랑로 110","02-450-1387",""
"4731","광진","어르신체육활동사업","어르신체육활동사업","어르신","줌바골드","수 10:30~11:20","광진구보건소운동교육실","20명","광진구보건소","서울특별시 광진구 자양로117","02-450-1923",""
"4730","광진","어르신체육활동사업","어르신체육활동사업","어르신","줌바골드","수,금 09:30~10:20","광진구보건소운동교육실","20명","광진구보건소","서울특별시 광진구 자양로117","02-450-1923",""
"4729","광진","어르신체육활동사업","어르신체육활동사업","어르신","줌바골드","화 14:00~14:40","자양2동주민센터","30명","자양2동주민센터","서울특별시 광진구 자양로 3가길 26","02-450-1603",""
"4728","광진","어르신체육활동사업","어르신체육활동사업","어르신","줌바골드","화 11:00~11:50","자양1동주민센터","30명","자양1동주민센터","서울특별시 광진구 자양로 13길 37","02-450-1285",""
"4727","광진","어르신체육활동사업","어르신체육활동사업","어르신","스트레칭","월 15:50~16:10","보건소 체력단련실","15명","광진구보건소","서울특별시 광진구 자양로117","02-450-1923",""
"4726","광진","어르신체육활동사업","어르신체육활동사업","어르신","스트레칭","월 15:00~15:40","보건소 체력단련실","15명","광진구보건소","서울특별시 광진구 자양로117","02-450-1923",""
"4725","광진","어르신체육활동사업","어르신체육활동사업","어르신","줌바골드","월 13:30~14:10","광장복지관 4층","30명","광장복지관","서울특별시 광진구 아차산로66길 8","02-2201-1333",""
"4724","광진","어르신체육활동사업","어르신체육활동사업","어르신","건강체조","화 14:10~14:50","동부실버요양원","15명","동부실버요양원","서울특별시 광진구 자양 번영로 34","02-444-6188",""
"4723","광진","어르신체육활동사업","어르신체육활동사업","어르신","건강체조","목 14:10~14:50","더행복데이케어","15명","더행복데이케어","서울특별시 광진구 자양로 88","02-2201-8001",""
"4722","광진","어르신체육활동사업","어르신체육활동사업","어르신","라인댄스","화,목 11:00~11:50","자양4동주민센터 다목적실","30명","자양4동주민센터","서울특별시 광진구 뚝섬로 26길 58","02-450-1823",""
"4721","광진","어르신체육활동사업","어르신체육활동사업","어르신","헬스","화 14:10~14:50","광진구보건소운동교육실","20명","광진구보건소","서울특별시 광진구 자양로117","02-450-1300",""
"4720","광진","어르신체육활동사업","어르신체육활동사업","어르신","헬스","화 13:20~14:00","광진구보건소운동교육실","20명","광진구보건소","서울특별시 광진구 자양로117","02-450-1300",""
"4719","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","월,수 13:30~14:10","대동경로당","15명","대동아파트","서울특별시 광진구 뚝섬로 31길 11","02-450-1300",""
"4718","광진","일반체육활동사업","일반체육활동사업","유아 만5~7세","유아체육","수 14:10~14:50","중광초등학교 병설유치원","20명","중광초등학교 병설유치원","서울특별시 광진구 긴고랑로13길 59","02-466-9691",""
"4717","광진","일반체육활동사업","일반체육활동사업","유아 만5~7세","유아체육","수 13:30~14:10","중광초등학교 병설유치원","20명","중광초등학교 병설유치원","서울특별시 광진구 긴고랑로13길 59","02-466-9691",""
"4716","광진","일반체육활동사업","일반체육활동사업","성인","배드민턴","화,목 14:00~15:00","광장동실내배드민턴장","15명","광장동실내배드민턴장","서울특별시 광진구 천호대로 40길 4","02-458-9062",""
"4715","광진","일반체육활동사업","일반체육활동사업","성인","배드민턴","화,목 13:00~14:00","광장동실내배드민턴장","15명","광장동실내배드민턴장","서울특별시 광진구 천호대로 40길 4","02-458-9062",""
"4714","광진","일반체육활동사업","일반체육활동사업","성인","헬스","화,수 10:30~11:10","광진구보건소운동교육실","20명","광진구보건소","서울특별시 광진구 자양로117","02-450-1300",""
"4713","광진","일반체육활동사업","일반체육활동사업","성인","헬스","화,수 09:30~10:10","광진구보건소운동교육실","20명","광진구보건소","서울특별시 광진구 자양로117","02-450-1300",""
"4712","광진","일반체육활동사업","일반체육활동사업","초등 1~2학년","학교체육","월 15:00~15:40","구남초등학교 돌봄교실","20명","구남초등학교","서울특별시 광진구 구의강변로69","02-453-8921",""
"4711","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","금 14:30~15:10","중곡3동경로당","20명","중곡3동경로당","서울특별시 광진구 동일로80길 20","02-466-6242",""
"4710","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","금 13:00~13:40","청아경로당","20명","청아경로당","서울특별시 광진구 자양로19길70","02-466-6242",""
"4709","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","목 14:30~15:10","한마음경로당","15명","한마음경로당","서울특별시 광진구 긴고랑로22길 39-4","02-466-6242",""
"4708","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","목 13:00~13:40","능동경로당","20명","능동경로당","서울특별시 광진구 천호대로112길 70","02-466-6242",""
"4707","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 14:30~15:10","자양4동제4경로당","30명","자양4동제4경로당","서울특별시 광진구 뚝섬로30가길18","02-466-6242",""
"4706","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 13:00~13:40","유수지경로당","20명","유수지경로당","서울특별시 광진구 뚝섬로48길46","02-466-6242",""
"4705","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","월,수 14:30~15:10","우성7차경로당","10명","우성7차경로당","서울특별시 광진구 아차산로36길 39","02-457-1332",""
"4704","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","월,수 13:00~13:40","화양경로당","10명","화양경로당","서울특별시 광진구 능동로 17길39","02-466-6242",""
"4703","광진","일반체육활동사업","일반체육활동사업","초등 2학년","학교체육","금 14:40~16:00","용곡초등학교 돌봄교실","20명","용곡초등학교","서울특별시 광진구 용마산로22길 82","02-457-0127","https://yonggok.sen.es.kr/"
"4702","광진","일반체육활동사업","일반체육활동사업","초등 1학년","뉴스포츠","금 13:20~14:40","용곡초등학교 돌봄교실","20명","용곡초등학교","서울특별시 광진구 용마산로22길 82","02-457-0127","https://yonggok.sen.es.kr/"
"4701","광진","일반체육활동사업","일반체육활동사업","초등 2학년","학교체육","목 15:15~16:20","구의초등학교 해오름관","20명","구의초등학교","서울특별시 광진구 광나루로30길 49","02-444-6490","https://guui.sen.es.kr/"
"4700","광진","일반체육활동사업","일반체육활동사업","초등 1학년","뉴스포츠","목 14:00~15:15","구의초등학교 해오름관","20명","구의초등학교","서울특별시 광진구 광나루로30길 49","02-444-6490","https://guui.sen.es.kr/"
"4699","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","수 16:15~17:30","자양4동주민센터 다목적실","20명","자양4동주민센터","서울특별시 광진구 뚝섬로 26길 58","02-450-1823","https://www.gwangjin.go.kr/dong/main/main.do?dongCd=13"
"4698","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","수 15:10~16:15","자양4동주민센터 다목적실","20명","자양4동주민센터","서울특별시 광진구 뚝섬로 26길 58","02-450-1823","https://www.gwangjin.go.kr/dong/main/main.do?dongCd=13"
"4697","광진","일반체육활동사업","일반체육활동사업","초등 2학년","학교체육","수 14:30~15:10","광장초등학교 체육관","20명","광장초등학교","서울특별시 광진구 광장로1길 27","02-457-0840","https://kwangjang.sen.es.kr/"
"4696","광진","일반체육활동사업","일반체육활동사업","초등 1학년","뉴스포츠","수 13:20~14:30","광장초등학교 체육관","20명","광장초등학교","서울특별시 광진구 광장로1길 27","02-457-0840","https://kwangjang.sen.es.kr/"
"4695","광진","일반체육활동사업","일반체육활동사업","초등 1~2학년","스포츠스태킹","화 15:45~17:30","용곡초등학교 돌봄교실","20명","용곡초등학교","서울특별시 광진구 용마산로22길 82","02-457-0127","https://yonggok.sen.es.kr/"
"4694","광진","일반체육활동사업","일반체육활동사업","초등 2학년","학교체육","화 14:50~15:45","중마초등학교 다목적실","20명","중마초등학교","서울특별시 광진구 동일로72길 43","02-466-1007","https://jungma.sen.es.kr/"
"4693","광진","일반체육활동사업","일반체육활동사업","초등 1학년","뉴스포츠","화 13:30~14:50","중마초등학교 다목적실","20명","중마초등학교","서울특별시 광진구 동일로72길 43","02-466-1007","https://jungma.sen.es.kr/"
"4692","광진","일반체육활동사업","일반체육활동사업","초등 2학년","학교체육","월 14:45~16:00","구의초등학교 해오름관","20명","구의초등학교","서울특별시 광진구 광나루로30길 49","02-444-6490","https://guui.sen.es.kr/"
"4691","광진","일반체육활동사업","일반체육활동사업","초등 1학년","뉴스포츠","월 13:30~14:45","구의초등학교 해오름관","20명","구의초등학교","서울특별시 광진구 광나루로30길 49","02-444-6490","https://guui.sen.es.kr/"
"4690","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","금 15:50~16:30","양남초등학교","25명","양남초등학교","서울특별시 광진구 뚝섬로64길71","02-452-8189",""
"4689","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","금 15:10~15:50","양남초등학교","30명","양남초등학교","서울특별시 광진구 뚝섬로64길71","02-452-8189",""
"4688","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","목 16:10~16:50","화양초등학교","15명","화양초등학교","서울특별시 광진구 군자로9","02-452-3673",""
"4687","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","목 15:30~16:10","화양초등학교","20명","화양초등학교","서울특별시 광진구 군자로9","02-452-3673",""
"4686","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","목 14:30~15:20","자양초등학교","15명","자양초등학교","서울특별시 광진구 아차산로44길26","02-457-1468",""
"4685","광진","일반체육활동사업","일반체육활동사업","성인","헬스","목 10:30~11:30","광진구청 보건소체력단련실","10명","광진구청 보건소체력단련실","서울특별시 자양로117 보건소2층","02-450-1586",""
"4684","광진","일반체육활동사업","일반체육활동사업","성인","헬스","목 09:30~10:30","광진구청 보건소체력단련실","10명","광진구청 보건소체력단련실","서울특별시 자양로117 보건소2층","02-450-1586",""
"4683","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","수 14:40~15:20","중광초등학교","20명","중광초등학교","서울특별시 광진구 긴고랑로13길 59","02-469-3340",""
"4682","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","수 14:00~14:40","중광초등학교","20명","중광초등학교","서울특별시 광진구 긴고랑로13길 59","02-469-3340",""
"4681","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","화 16:20~17:00","동자초등학교","20명","동자초등학교","서울특별시 광진구 뚝섬로 561","02-444-1349",""
"4680","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","화 15:40~16:20","동자초등학교","20명","동자초등학교","서울특별시 광진구 뚝섬로 561","02-444-1349",""
"4679","광진","일반체육활동사업","일반체육활동사업","유아","유아체육","화 10:00~10:40","양진유치원","20명","양진유치원","서울특별시 광진구 워커힐로 32","02-454-9138",""
"4678","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","월 16:00~17:00","자양복지관","15명","자양복지관","서울특별시 광진구 자양번영로 35","02-458-0612",""
"4677","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","월 14:00~14:40","성자초등학교","25명","성자초등학교","서울특별시 광진구 뚝섬로 56길 7","02-452-3673",""
"4676","광진","일반체육활동사업","일반체육활동사업","성인","라인댄스","금 10:20~11:00","주민센터3층체육관","20명","구의1동주민센터","서울특별시 광진구 광나루로36길56","02-450-1506",""
"4675","광진","일반체육활동사업","일반체육활동사업","성인","리듬댄스","금 09:40~10:20","주민센터3층체육관","20명","구의1동주민센터","서울특별시 광진구 광나루로36길56","02-450-1506",""
"4674","광진","일반체육활동사업","일반체육활동사업","초등학생","농구","목 15:20~16:00","학교3층체육관","20명","신자초등돌봄교실","서울특별시 광진구 뚝섬로46길64","02-450-5600",""
"4673","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","목 14:30~15:10","학교3층체육관","20명","신자초등돌봄교실","서울특별시 광진구 뚝섬로46길64","02-450-5600",""
"4672","광진","일반체육활동사업","일반체육활동사업","성인","라인댄스","목 11:50~12:30","주민센터3층체육관","15명","화양동주민센터","서울특별시 광진구 능동로 17길39","02-450-1515",""
"4671","광진","일반체육활동사업","일반체육활동사업","성인","리듬댄스","목 11:00~11:40","주민센터3층체육관","15며","화양동주민센터","서울특별시 광진구 능동로 17길39","02-450-1515",""
"4670","광진","일반체육활동사업","일반체육활동사업","초등학생","농구","수 16:00~16:40","학교3층체육관","20명","신양초둥돌봄교실","서울특별시 광진구 능동로 42","02-2201-8082",""
"4669","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","수 15:10~15:50","학교3층체육관","20명","신양초둥돌봄교실","서울특별시 광진구 능동로 42","02-2201-8082",""
"4668","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","수 14:10~14:50","다목적실","15명","신자초둥돌봄교실","서울특별시 광진구 뚝섬로46길64","02-450-5600",""
"4667","광진","일반체육활동사업","일반체육활동사업","초등학생","학교체육","수 13:20~14:00","다목적실","15명","신자초둥돌봄교실","서울특별시 광진구 뚝섬로46길64","02-450-5600",""
"4666","광진","일반체육활동사업","일반체육활동사업","성인","라인댄스","화 14:50~15:30","주민센터3층체육관","15명","자양2동주민센터","서울특별시 광진구 자양로3가길","02-450-1511",""
"4665","광진","일반체육활동사업","일반체육활동사업","성인","리듬댄스","화 14:00~14:40","주민센터3층체육관","15명","자양2동주민센터","서울특별시 광진구 자양로3가길","02-450-1511",""
"4664","광진","어르신체육활동사업","일반체육활동사업","어르신","라인댄스","월 14:10~14:50","복지관4층체육관","25명","광장복지관","서울특별시 광진구 아차산로66길 8","02-2201-1334",""
"4663","광진","어르신체육활동사업","일반체육활동사업","어르신","생활체조댄스","월 13:30~14:10","복지관4층체육관","25명","광장복지관","서울특별시 광진구 아차산로66길 8","02-2201-1333",""
"4662","광진","일반체육활동사업","일반체육활동사업","성인","헬스","수 09:20~10:00","보건소 체력단련장","20명","광진구보건소","서울특별시 광진구 자양로117","02-450-1422","www.gwangjin.go.kr/health/main/main.do"
"4661","광진","일반체육활동사업","일반체육활동사업","초등학생","뉴스포츠","월 15:00~16:00","구남초등학교 돌봄교실","30명","구남초등학교 돌봄교실","서울특별시 광진구 구의강변로 69","02-453-8921","http://gunam.sen.es.kr/index.do"
"4660","광진","일반체육활동사업","일반지도자체육활동사업","초, 중학생","댄스","금 14:00~14:50","광장복지관","10명","광장복지관","서울특별시 광진구 아차산로66길 8","02-2201-1333",""
"4659","광진","일반지도자체육활동사업","일반지도자체육활동사업","초등학생","댄스","목 15:40~16:20","동자초등학교","20명","동자초등학교","서울특별시 광진구 뚝섬로 561","02-444-1349",""
"4658","광진","일반지도자체육활동사업","일반지도자체육활동사업","초등학생","댄스","목 15:00~15:40","동자초등학교","20명","동자초등학교","서울특별시 광진구 뚝섬로 561","02-444-1349",""
"4657","광진","일반체육활동사업","일반지도자체육활동사업","유아","유아체육","목 13:40~14:20","군자어린이집","20명","군자어린이집","서울특별시 광진구 동일로56가길 31","02-461-2440",""
"4656","광진","일반체육활동사업","일반지도자체육활동사업","유아","유아체육","목 13:00~13:40","군자어린이집","20명","군자어린이집","서울특별시 광진구 동일로56가길 31","02-461-2440",""
"4655","광진","일반지도자체육활동사업","일반지도자체육활동사업","초, 중학생","댄스","수 15:00~16:00","자양복지관","10명","자양복지관","서울특별시 광진구 자양번영로 35","02-458-0612",""
"4654","광진","일반체육활동사업","일반지도자체육활동사업","일반","배드민턴","화 16:10~17:00","광장복지관","20명","광장복지관","서울특별시 광진구 아차산로66길 8","02-2201-1333",""
"4653","광진","일반체육활동사업","일반지도자체육활동사업","일반","요가","화 15:30~16:10","광장복지관","20명","광장복지관","서울특별시 광진구 아차산로66길 8","02-2201-1333",""
"4652","광진","일반체육활동사업","일반지도자체육활동사업","유아","유아체육","화 14:10~14:50","양진유치원","20명","양진유치원","서울특별시 광진구 워커힐로 32","02-454-9138",""
"4651","광진","일반체육활동사업","일반지도자체육활동사업","유아","유아체육","화 13:30~14:10","양진유치원","20명","양진유치원","서울특별시 광진구 워커힐로 32","02-454-9138",""
"4650","광진","일반체육활동사업","일반지도자체육활동사업","유아","유아체육","화 10:00~10:40","자양2동어린이집","20명","자양2동어린이집","서울특별시 광진구 자양로3가길 26","010-2799-1210",""
"4649","광진","일반지도자체육활동사업","일반지도자체육활동사업","초등학생","댄스","월 15:50~16:40","광진초등학교","15명","광진초등학교","서울특별시 광진구 자양로40길 41","010-7744-4790",""
"4648","광진","일반지도자체육활동사업","일반지도자체육활동사업","초등학생","댄스","월 14:50~15:50","광진초등학교","20명","광진초등학교","서울특별시 광진구 자양로40길 41","010-7744-4790",""
"4647","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","금 13:30~14:10","유수지경로당","20명","유수지경로당","서울특별시 광진구 뚝섬로48길46","02-466-6242",""
"4646","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","목 13:30~14:10","청아경로당","20명","청아경로당","서울특별시 광진구 자양로19길70","02-466-6242",""
"4645","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","수,금 14:30~15:10","자양2동제2경로당","15명","자양2동제2경로당","서울특별시 광진구 뚝섬로62길17","02-466-6242",""
"4644","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","수 13:30~14:10","자양4동제4경로당","30명","자양4동제4경로당","서울특별시 광진구 뚝섬로30가길18","02-466-6242",""
"4643","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 14:30~15:10","군자경로당","10명","군자경로당","서울특별시 광진구 동일로52길 27","02-466-6242",""
"4642","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 13:30~14:10","능동경로당","20명","능동경로당","서울특별시 광진구 천호대로112길 70","02-466-6242",""
"4641","광진","어르신체육활동사업","어르신체육활동사업","어르신","헬스","화,목 10:50~11:40","광진노인복지관","40명","광진노인복지관","서울특별시 광진구 군자로88","02-466-6242",""
"4640","광진","어르신체육활동사업","어르신체육활동사업","어르신","헬스","화,목 10:00~10:50","광진노인복지관","40명","광진노인복지관","서울특별시 광진구 군자로88","02-466-6242","http://gjsenior.or.kr/"
"4639","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","월,목 14:30~15:10","강변케어센터","15명","강변케어센터","서울특별시 광진구 구의강변로35","02-6405-7118","http://gjsenior.or.kr/"
"4638","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","월 13:30~14:10","자마장경로당","15명","자마장경로당","서울특별시 광진구 자양로13길 37","02-466-6242",""
"4637","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","금 13:30~14:10","중곡3동경로당","20명","중곡3동경로당","서울특별시 광진구 동일로80길 20","02-466-6242",""
"4636","광진","어르신체육활동사업","어르신체육활동사업","어르신","요가","금 11:00~12:00","광진노인복지관","30명","광진노인복지관","서울특별시 광진구 군자로88","02-466-6242",""
"4635","광진","어르신체육활동사업","어르신체육활동사업","어르신","요가","수 11:00~11:50","중곡종합사회복지관","30명","중곡종합사회복지관","서울특별시 광진구 용마산로3길 62","02-453-3217",""
"4634","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 16:00~16:50","광진치매지원센터","20명","광진치매지원센터","서울특별시 광진구 긴고랑로110","02-450-1387",""
"4633","광진","어르신체육활동사업","어르신체육활동사업","어르신","생활체조","화 15:00~15:40","한마음경로당","15명","한마음경로당","서울특별시 광진구 긴고랑로22길 39-4","02-466-6242",""
